id,txid,address,amount,spent
9bee2a02-b6a0-424b-adad-fdcea21597da,a0bb2a82739e7f363ba30f74b19373db0d9523f626b3eab053108863e0d3c61a,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,24.69268945,FALSE
294849c9-6470-4056-8af1-5e68df8ce87a,0b462dde53bf3c7cf95c3cbb02bf5409537013b1e645a123c31193440124b5dd,33iCT4LNevPgBzkHXZNHNLiBRMmWijGpbu,0.00199192,FALSE
5f4af66e-3947-4348-8f94-7fbf740a43d7,a90c0a840eb5c2ff8912ef21a1a1094e3153fac1bde4d2da2f6da61ba5937d7d,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,11.49332833,FALSE
51a116ec-aecd-4664-aeb2-21798c51011a,10ed5bc508ba72d6806b16724fc0fe7e7df048cb977316bddf46eb107d28fce0,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,53.7955093,FALSE
c0cefd64-a1c1-4def-bb6c-c8db08bdd850,9d1bd33558fb371744ca6f6e94dced58db4b20d7c3aa0a347a0d4e9e6ae10cd0,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,26.20203278,FALSE
094a6f8e-8f7f-480f-881d-2c1c9ca97b43,98f7248920a13b469502fea231ec3d6519a2e51a898bdd31ce4efbb6fc404dd1,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,11.59362833,FALSE
bac3a7be-53af-49a9-8859-e62f1f2c8b20,f385cc90074820ab0e3394591f138bf25884c9b8ea1e7beb9a511fd097a02e23,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,54.1088093,FALSE
5d747688-1cff-4377-bb9c-2c03b21e8669,1b0f39a76162f582317881ffd032ed409586711aee3060a2570458bc68a54115,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,27.10733278,FALSE
7fc4fd98-b784-473b-ac87-fa8413d40fc6,611541af5e20a7d110eb9f11e5e77b36cbc596c944cf45bd65f60809ea773896,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,11.66572833,FALSE
e550639e-4f7a-4126-a8f0-f6b0bcf7da7f,2a4a187c98c24eda5956124cf2bcd6fe2a1230e84b54732a1fd9cba7d0797720,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,27.21363278,FALSE
06a86e73-d425-440f-a1f9-16f0efd9dd28,956ab7ae8da1146fe872aeda8c3ad3c6a5fb6fdff5e41371a8c72bf8916cf175,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,54.3742093,FALSE
f7d634f3-b531-4b29-8610-067aa0dc1093,042abe6e6ce6fe4d158fd93691454f4fc8ec9f006a536bf4a15b69544bb68ad3,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,11.67062833,FALSE
362b8ed7-2573-44e5-b967-1402aa875959,c19e6bad8ed5c84ecee8622ea2754d224962e543f832d3072d913d3fb0b9d35b,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,27.70803278,FALSE
a34a5c41-811c-4743-b5e9-591efd9280db,8ad8df04a3de986ca922dd51aae8e9fea809e6773db2f6d43fa135199d6aa293,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,54.6743093,FALSE
69ce2fcb-a5bb-49bc-a86b-e029c3ad5d7e,c634b533f96f619fcf0ef869ffc37da10e5fa19eece97634783bf228f0ad50c8,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,13.60052833,FALSE
d60b39ac-89b8-4e93-a595-6553d7c9275f,554daf9218e12303e1faaabb57eec35bf634dafa1e9d5fc29b39d74a14df2e20,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,27.75203278,FALSE
9372fe1b-ed80-4cee-8a0b-73670d464f88,e7b42987cf08b750294daba37d71839f1350ea016330e4b96a751b5a01341002,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,54.6983093,FALSE
072b10ef-5038-4f55-bc8a-b8170c7ab852,5797159b17d53ebc1cd279838f13a91fb380f604ae9b627d7817aaae04857779,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,13.68042833,FALSE
69cafc12-cbfd-46ae-8133-77a5a32a7fa2,719e273aa89600dc6c430d4eefb4ca286cb399088e665fe598a835c364c902dd,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,30.91293278,FALSE
5abdd053-6258-4914-8e06-f9d4488e5517,66d6a7565f263bfd2fe5ea612e1857f3a3fe95b8cd567952441b2a2d11a95cfe,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,54.7382093,FALSE
8c9fc84e-d354-4e25-a592-cc87c46f5c02,3a5e1b3efea38d27fb589e6c6e5e54d616a304e4ef7b006dc2ad0ecc4b51d272,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,14.05282833,FALSE
fa70a274-02d4-4fa5-830f-7ee92203d792,8f073e7e9bb25a49282a2955d7644ffd3d7401862e2e9491648f7d91a344d3c5,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,55.6807093,TRUE
f0c52180-d9b9-4bb7-b236-a87006ac4745,7842dbb168b4a30f48beeb928fe2543ed06fb45c50195a9e56fe6d56d0450905,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,14.05782833,FALSE
35c9fb1c-6910-4363-a951-4d854a5a73e6,1bb9891f5e03ec294763616c5e47278f7a5d5349a03b94f659ed9c32ec383425,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,55.7806093,FALSE
538b2b2e-cc9b-42a2-8780-99e77e4b993f,24ce0aef27b58db7afe88e7d12d647a563789bf8fc3a1f37d23ed8e3ba740b17,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,14.12772833,FALSE
54a04e83-95b9-4d24-8824-3aba4d5c4908,d6be70a56670af560f269a534ed4f0d801ba5853047bf05d8ee10e3c60b05697,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,55.84472061,FALSE
3e2c7fbb-9211-45fb-b9b3-f980fc13d94e,f79f43f891421ccc8d55ad917043738e5a2af5c6bce8fd48cf780f34ae17c5f4,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,14.77952833,FALSE
31cde4c1-bb3c-4300-b838-1db2b9234d7e,e115de99234779b315f9fb472d75ee8971524ff03151236cb1e584e03e1f8a65,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,55.85612061,FALSE
b3c803d7-2126-49e5-ba6d-062532706c5c,dc63f782cdd7164739419a6541cc53048711182ee06cb5dc8d2f77d22851ecff,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,55.87622061,FALSE
08b9ae5e-e245-4cc7-b128-0362b7e74ab8,a5203ac6a98ef9e99e85328b2b20a29f67a1c7433d6a74f8c4634e45d093cc08,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,55.95752061,FALSE
e07168c7-6ed5-4069-98e4-c546eac66370,302ce15e9d34f49823da11968f011598aa96ff708740025e7709ea2f5d3d5c2c,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,56.96752061,FALSE
0a1f8d3c-326e-4add-91ff-310f14b21c4d,28817ca53fbe7375614d16fb08a8303dde7e6d7f5525de1687e8ee0c45d9733b,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,57.06742061,FALSE
0e5abae9-028a-4be7-a0bd-02d194621205,aecc333bdca4bf1785dc18d7b8a6fd6fb993dceb28f2192b4a6a20e137517b77,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,57.17482061,FALSE
985a6681-dbc3-4ffe-b2e0-a6fb010ea387,940801bfa55b1dfe606d50331efe27b191fb6a29091d2c5ea7dc0368a086507a,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,14.79272833,FALSE
b6f5ca70-7912-4220-82f7-c3ad3eeb814b,782819400960609ef86225a940353a96ee1d929ded721d889f6cd28fdfb185d1,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,14.90642833,FALSE
29b7dc08-1e44-4042-a85c-f93d2507377b,bd00dc36204ed19962750aafd908bc82e201a05aaadc0a819766abb4710f3706,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,57.27722061,FALSE
e7f84299-bbd4-4309-a414-72424b0210af,af08bdbb1f0205e8af9ee8050458535cfb28849197eee0f182e23498657f1f59,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,14.98632833,FALSE
a5bc3bc8-d970-4de6-80b2-587c257822e9,536c3cd2d0506b1aeb86bff07ca6cd765feee8f836742021b7207064602b1a3c,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,57.31656157,FALSE
a3494401-80e4-4633-831f-771dd48c6087,9091a79bde495af7c8aeeecdaedc5675283aca8cf0e0d4695265fb56b8c250b9,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,15.78462833,FALSE
76c894f4-fbc3-45b6-acff-30576f6674a2,b19e24253768b78cb65cd1440bb85f21ee6e13b6d40c5cae3447ff910b86a28c,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,57.46506157,FALSE
0f66f685-6e77-49d8-ac00-6770d5932308,cde48c21988618e57c9245f79cd5cbae5298d5a2b0339a10a6058562cbdf5110,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,16.20282833,FALSE
25be402b-bcf8-43b5-825f-81c9e23fb3c2,a54be1ad6fd95c85499defe2398da967499ae7c6d501c7768a67d0b0e734e360,3P6xFL4uTsGRJzHGFTkyWyXkztLYHnZeBq,0.0001374,FALSE
b8e933b3-8654-4775-b037-d691f8d215dd,f796a190c8ca20a79be7088cd853646a259bff54d7bb1cb01150233a02d17f41,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,0.01496584,FALSE
ca8298c2-c422-4ba3-b738-7a2d0f16db20,03f3127d99b94b2315d9327c08604e8a81adddbf6016edd73b38e65b5fcde05f,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,19.79935089,FALSE
f376b167-42ca-4025-ab8e-d425edd74da7,c0ed54b8abb1e906f093f19457f5bf83e90b21cee9a2fb23be22ea2cae14a5da,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,5.34907282,FALSE
344de6be-599e-4a99-89ce-5c88a473e2ab,23a58e882b8df1ef27c94c5c67ac55c0b51e9ad5e0f44fcdf528a2f05cde2fe0,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,26.93095711,FALSE
21f61163-a949-4ecb-9a8e-c5ce84bf6e6e,65ba357454f4f74d817ee335cfff12fcf27edc8a0482d657a8cc99b678857859,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,19.89475089,FALSE
74e65dc9-85b3-4d52-b635-420b0f724105,2cc6dc37e3e695db673c0f01be1ce067cfc88522e0472678b690435cdb613769,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,27.28055711,FALSE
df467fee-a9d6-492c-9dd8-cfee0fdecc0d,ab9922604f23e7b68c36e7c3fe57d48b583ec91a1f096f9144eefaa1235f6d7f,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,0.03486584,FALSE
e91bb868-c981-4091-9748-0a273b933cf2,d3ba923bd33feaf35bd49ca566afac0e6aa35a369c21e035b225b462dde08026,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,19.90498977,FALSE
01a38abf-c05a-46b4-bae4-026acc4a9574,0e69fffa6004bf8d0b186f501ba9239b96848da2b07b708f0a5ed697f1bab5a0,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,5.38197282,FALSE
71dccc62-f71e-4375-8000-e71dbac06abd,7d5615421748a271624b5aae8c2c4b5e495385d79d038d763bcf0b4c394a16da,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,27.42095711,FALSE
4ad8d0a8-9c09-4e8b-8b2c-a54ffcbfdb18,fb3c6e9b91911a87ea588268977d130d5c4b156bb0b40907554dfbc844174cb8,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,0.06436584,FALSE
f38cfdc0-0c9c-417f-b6fa-9913e529d67c,f8b02d576c8fe3794ff6ac1e7c02f12b617962651c9f87f1f346dfcdd565027c,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,20.01218977,FALSE
1ed76aa6-dbb5-499d-ab70-0d14ce7ccf7f,476d2078aadc3137e1f5484f066472e137cfe057be13b34d70e5bf57aac3035c,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,5.38827282,FALSE
efa185c7-df18-48ef-8054-1ff258e39404,de1feb51bbbb249f6dc6074c14e26b2347a6e6240b480ecbdcf47e7b466c4c68,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,27.52055711,FALSE
db0de6e9-2e3b-4b6d-bd6a-81938f79c422,de6a9e9d397f233fd3c863d4eca4ab1dc4ca317de41a14971a8425068cf8c068,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,5.39017282,FALSE
0088008b-9393-4f24-8795-cbb10610bf27,23aad0157e2af6599d2b1f335c39de9fb5c7f96d94dc862efa352e46f3e1a04c,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,27.78431384,FALSE
520a9438-1ecf-437f-8a09-b088123cab01,63768fa3032a1e0039c983cad82af578f6adb306f8f5e0976273915bb4542a8e,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,0.08415214,FALSE
248950aa-42b5-468f-9ef6-d4445ed2c7fa,1d41b9c51247ad7a7cd0a083bef39630bc1620d911bf877a996eb53ded8cdcd4,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,21.16508977,FALSE
2d33daa9-4476-48b5-bf3a-ecf73d2b3b40,5651019e0f81d5af372d35055cb9b7f39517fc5909a9010298e9fe723edff01d,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,5.94603094,FALSE
9f8be601-d35e-4325-8c47-c511150fafe0,01d47a634149e5e549ea62963b5e6bf3fea1cfb5bd8e96501d576d1f2d483717,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,0.09585214,FALSE
a256f394-2ec8-44a2-b203-3cf471f8e55e,1e39e1adcfcfcc9eb9e2ba235301933c6f494c91bc8d6c812111fe459e0f0283,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,21.20794909,FALSE
766a853c-5144-4b76-a400-b5560add4458,2fb1272b6372990064c1392e909c5486962f7791219feb0da36ca8d9d5c0c45b,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,28.23691384,FALSE
2fb9a70e-d2df-4633-9064-48ad000d591f,68d396b2291fb3886e990c6271008d6b345df795fe163e70ec5472eaf062a7f4,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,5.96193094,FALSE
8ff856b7-868c-4fc6-837e-008f74d50ac2,96a5c36118f1b2a03e40fc57b09881fba9531b52ac40a6538904ab6a35d416d0,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,21.62554909,FALSE
42f543ba-2165-4c36-9e76-cf40eb069f1d,c76bbd5271568beb7176b1333e70b08ba91e3bc029712dd2054a83c37a99ae54,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,0.10275214,FALSE
98aef777-1211-4fa9-9f02-c799d32f873e,0e4f934bf0f92addcde27dbd68cf6725bb99c894303c086371122652fdf24c4e,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,5.96923094,FALSE
c39ca6e8-a0da-41d1-beda-6834e9c5add2,f066c4478c97ab8744dc5cf41988847615c95169864b237f73d29dc7eec35fbb,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,6.66372035,FALSE
65ba44cc-8504-4ed3-8ab7-20bc9aaa39ec,4450fdf4a84b6ea78d6bd2e0cc590edb47d5b743a2873ec19109ec016e438dca,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,28.33691384,FALSE
d2346d92-c1ff-437d-a2b2-006d10cdb02a,da1bdb550e804a8c9cb7d946f37a4728bbcff3ae3d6bf4d273dbc6205cbaa060,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,6.93242035,FALSE
b9816212-6682-4655-901c-5f5c30122ef7,b85ab0dfabdc6e458e3bb454776b4b43c24d0ba53ffad5ccc707c5c99478d582,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,7.57932035,FALSE
6f965f48-c2ab-4805-a1bb-081c4301b18b,5fabec6ff3deb5bb5430da6fe9087170fad9ba1936d6e73a1dd543485ed64cfc,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,0.13409598,FALSE
0483e985-a9bc-45aa-9329-c18821968f00,3d36b14b2abdf1ca77eef07d2f383f5c4a21333e10feda92a385458e44068f91,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,22.62564909,FALSE
caa460cd-8aa3-4cc5-a1b4-87c691bcd4d4,002217f0df6501b4023448e15a1dddb25709bb6f7bade9079f93149e3b44847f,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,28.41761384,FALSE
7f93b662-4104-439e-bf62-e511fa96a2d0,5392a800ea9087f53cf4bb5f09a5852ba5b3eb6c904d59a6ad0d2e269cbf5935,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,8.57522035,FALSE
440288a0-4975-4d68-adab-69f02591ab9a,2f73512f6f8b2780a73c6053aeb2fdee6ddc5c786d519e9fbff41f2e4c658b46,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,0.18439598,FALSE
67fbe704-0b47-43f8-95e6-5b4684580d22,fc86b0b9df5f9b361e73355df4ccfef85806cf3dd09b65c55f2fa9f5e6d3615a,1CL5TbB2MaR4mrFjtYQ5GyA3cP2bSmPxAn,22.82594909,FALSE
